IMG,OBJ,FILT,MJD,SEE,AIRM,EXPTIME,DATE-OBS
h_e_20241003_204_1_1_1.fits,ZTF24abjjpbo,Bessell-B,60587.075982,2.595609,1.517948,30.0,2024-10-04T01:49:24.806
h_e_20241004_157_1_1_1.fits,ZTF24abjjpbo,Bessell-B,60588.074155,1.709147,1.514542,30.0,2024-10-05T01:46:46.993
h_e_20241005_136_1_1_1.fits,ZTF24abjjpbo,Bessell-B,60589.081783,1.437394,1.480971,30.0,2024-10-06T01:57:46.016
h_e_20241006_113_1_1_1.fits,ZTF24abjjpbo,Bessell-B,60590.067103,1.642177,1.520565,30.0,2024-10-07T01:36:37.688
h_e_20241007_79_1_1_1.fits,ZTF24abjjpbo,Bessell-B,60591.069443,1.510233,1.502261,30.0,2024-10-08T01:39:59.878
h_e_20241008_54_1_1_1.fits,ZTF24abjjpbo,Bessell-B,60592.077496,2.310915,1.47063,30.0,2024-10-09T01:51:35.638
h_e_20241009_74_1_1_1.fits,ZTF24abjjpbo,Bessell-B,60593.067281,1.368665,1.491547,30.0,2024-10-10T01:36:53.092
h_e_20241010_77_1_1_1.fits,ZTF24abjjpbo,Bessell-B,60594.095585,1.220195,1.432474,30.0,2024-10-11T02:17:38.576
h_e_20241011_79_1_1_1.fits,ZTF24abjjpbo,Bessell-B,60595.055111,1.879289,1.514302,30.0,2024-10-12T01:19:21.587
h_e_20241012_5_1_1_1.fits,ZTF24abjjpbo,Bessell-B,60596.074374,2.323119,1.453515,30.0,2024-10-13T01:47:05.902
h_e_20241013_137_1_1_1.fits,ZTF24abjjpbo,Bessell-B,60597.088238,1.617323,1.431835,30.0,2024-10-14T02:07:03.773
h_e_20241016_27_1_1_1.fits,ZTF24abjjpbo,Bessell-B,60600.045001,966.0,1.501811,60.0,2024-10-17T01:04:48.092
h_e_20241003_207_1_1_1.fits,ZTF24abjjpbo,Bessell-V,60587.079055,2.669913,1.506769,30.0,2024-10-04T01:53:50.363
h_e_20241004_160_1_1_1.fits,ZTF24abjjpbo,Bessell-V,60588.077239,1.31727,1.503613,30.0,2024-10-05T01:51:13.471
h_e_20241005_139_1_1_1.fits,ZTF24abjjpbo,Bessell-V,60589.084892,1.088478,1.472634,30.0,2024-10-06T02:02:14.635
h_e_20241006_116_1_1_1.fits,ZTF24abjjpbo,Bessell-V,60590.070177,1.426079,1.509194,30.0,2024-10-07T01:41:03.322
h_e_20241007_82_1_1_1.fits,ZTF24abjjpbo,Bessell-V,60591.07252,1.622282,1.492261,30.0,2024-10-08T01:44:25.714
h_e_20241008_57_1_1_1.fits,ZTF24abjjpbo,Bessell-V,60592.080569,5.276018,1.463327,30.0,2024-10-09T01:56:01.125
h_e_20241009_77_1_1_1.fits,ZTF24abjjpbo,Bessell-V,60593.070352,1.054583,1.482403,30.0,2024-10-10T01:41:18.401
h_e_20241010_80_1_1_1.fits,ZTF24abjjpbo,Bessell-V,60594.09866,1.013667,1.430392,30.0,2024-10-11T02:22:04.256
h_e_20241011_82_1_1_1.fits,ZTF24abjjpbo,Bessell-V,60595.058182,1.394085,1.50343,30.0,2024-10-12T01:23:46.944
h_e_20241012_8_1_1_1.fits,ZTF24abjjpbo,Bessell-V,60596.077452,2.281199,1.447997,30.0,2024-10-13T01:51:31.895
h_e_20241013_140_1_1_1.fits,ZTF24abjjpbo,Bessell-V,60597.091311,1.685853,1.429932,30.0,2024-10-14T02:11:29.229
h_e_20241016_30_1_1_1.fits,ZTF24abjjpbo,Bessell-V,60600.049812,1.615136,1.486577,60.0,2024-10-17T01:11:43.740
h_e_20240926_68_1_1_1.fits,ZTF24abjjpbo,SDSS-G,60580.05019,1.249561,1.802967,60.0,2024-09-27T01:12:16.441
h_e_20240927_62_1_1_1.fits,ZTF24abjjpbo,SDSS-G,60581.042049,1.586107,1.858069,60.0,2024-09-28T01:00:33.059
h_e_20240928_92_1_1_1.fits,ZTF24abjjpbo,SDSS-G,60582.040945,1.420251,1.840907,60.0,2024-09-29T00:58:57.678
h_e_20240929_43_1_1_1.fits,ZTF24abjjpbo,SDSS-G,60583.040661,1.441873,1.816029,60.0,2024-09-30T00:58:33.106
h_e_20240930_110_1_1_1.fits,ZTF24abjjpbo,SDSS-G,60584.034113,1.752942,1.855431,60.0,2024-10-01T00:49:07.338
h_e_20241001_61_1_1_1.fits,ZTF24abjjpbo,SDSS-G,60585.044037,2.699546,1.735754,30.0,2024-10-02T01:03:24.839
h_e_20241001_61_2_1_1.fits,ZTF24abjjpbo,SDSS-G,60585.044601,2.043756,1.731133,30.0,2024-10-02T01:04:13.495
h_e_20241003_178_1_1_1.fits,ZTF24abjjpbo,SDSS-G,60587.009933,5.35078,2.057662,30.0,2024-10-04T00:14:18.249
h_e_20241003_198_1_1_1.fits,ZTF24abjjpbo,SDSS-G,60587.037979,2.674502,1.740744,30.0,2024-10-04T00:54:41.364
h_e_20241003_198_2_1_1.fits,ZTF24abjjpbo,SDSS-G,60587.038542,2.745604,1.736066,30.0,2024-10-04T00:55:29.988
h_e_20241003_203_1_1_1.fits,ZTF24abjjpbo,SDSS-G,60587.074782,1.953685,1.522544,30.0,2024-10-04T01:47:41.175
h_e_20241003_203_2_1_1.fits,ZTF24abjjpbo,SDSS-G,60587.075345,2.111722,1.520341,30.0,2024-10-04T01:48:29.841
h_e_20241004_117_1_1_1.fits,ZTF24abjjpbo,SDSS-G,60588.020858,1.466701,1.880996,30.0,2024-10-05T00:30:02.095
h_e_20241004_156_1_1_1.fits,ZTF24abjjpbo,SDSS-G,60588.072956,1.551526,1.51908,30.0,2024-10-05T01:45:03.366
h_e_20241004_156_2_1_1.fits,ZTF24abjjpbo,SDSS-G,60588.073519,1.496029,1.516926,30.0,2024-10-05T01:45:52.001
h_e_20241005_135_1_1_1.fits,ZTF24abjjpbo,SDSS-G,60589.080584,1.364378,1.484395,30.0,2024-10-06T01:56:02.494
h_e_20241005_135_2_1_1.fits,ZTF24abjjpbo,SDSS-G,60589.081147,1.225705,1.482784,30.0,2024-10-06T01:56:51.093
h_e_20241006_87_1_1_1.fits,ZTF24abjjpbo,SDSS-G,60590.001864,2.551894,2.055924,30.0,2024-10-07T00:02:41.025
h_e_20241006_112_1_1_1.fits,ZTF24abjjpbo,SDSS-G,60590.065901,1.451029,1.525235,30.0,2024-10-07T01:34:53.871
h_e_20241006_112_2_1_1.fits,ZTF24abjjpbo,SDSS-G,60590.066465,1.462037,1.523041,30.0,2024-10-07T01:35:42.537
h_e_20241007_78_1_1_1.fits,ZTF24abjjpbo,SDSS-G,60591.068243,1.494976,1.506383,30.0,2024-10-08T01:38:16.202
h_e_20241007_78_2_1_1.fits,ZTF24abjjpbo,SDSS-G,60591.068806,1.644154,1.504447,30.0,2024-10-08T01:39:04.856
h_e_20241008_53_1_1_1.fits,ZTF24abjjpbo,SDSS-G,60592.076296,3.06532,1.47368,30.0,2024-10-09T01:49:51.969
h_e_20241008_53_2_1_1.fits,ZTF24abjjpbo,SDSS-G,60592.076859,2.659184,1.472245,30.0,2024-10-09T01:50:40.624
h_e_20241009_73_1_1_1.fits,ZTF24abjjpbo,SDSS-G,60593.066082,1.20185,1.495328,30.0,2024-10-10T01:35:09.451
h_e_20241009_73_2_1_1.fits,ZTF24abjjpbo,SDSS-G,60593.066645,1.243441,1.493551,30.0,2024-10-10T01:35:58.120
h_e_20241010_76_1_1_1.fits,ZTF24abjjpbo,SDSS-G,60594.094386,1.020094,1.433463,30.0,2024-10-11T02:15:54.909
h_e_20241010_76_2_1_1.fits,ZTF24abjjpbo,SDSS-G,60594.094949,0.9388036,1.43298,30.0,2024-10-11T02:16:43.598
h_e_20241011_78_1_1_1.fits,ZTF24abjjpbo,SDSS-G,60595.053909,1.919783,1.518832,30.0,2024-10-12T01:17:37.765
h_e_20241011_78_2_1_1.fits,ZTF24abjjpbo,SDSS-G,60595.054472,1.715394,1.51668,30.0,2024-10-12T01:18:26.371
h_e_20241012_4_1_1_1.fits,ZTF24abjjpbo,SDSS-G,60596.073176,2.918815,1.455826,30.0,2024-10-13T01:45:22.380
h_e_20241012_4_2_1_1.fits,ZTF24abjjpbo,SDSS-G,60596.073739,2.82276,1.454725,30.0,2024-10-13T01:46:11.054
h_e_20241013_136_1_1_1.fits,ZTF24abjjpbo,SDSS-G,60597.087035,1.870319,1.432762,30.0,2024-10-14T02:05:19.816
h_e_20241013_136_2_1_1.fits,ZTF24abjjpbo,SDSS-G,60597.087598,1.660403,1.432312,30.0,2024-10-14T02:06:08.503
h_e_20241016_26_1_1_1.fits,ZTF24abjjpbo,SDSS-G,60600.043106,1.97893,1.50837,60.0,2024-10-17T01:02:04.400
h_e_20241016_26_2_1_1.fits,ZTF24abjjpbo,SDSS-G,60600.044018,1.847526,1.505192,60.0,2024-10-17T01:03:23.133
h_e_20241017_40_1_1_1.fits,ZTF24abjjpbo,SDSS-G,60601.048508,2.048561,1.482435,90.0,2024-10-18T01:09:51.067
h_e_20241017_40_2_1_1.fits,ZTF24abjjpbo,SDSS-G,60601.049767,1.71486,1.478917,90.0,2024-10-18T01:11:39.849
h_e_20241018_35_1_1_1.fits,ZTF24abjjpbo,SDSS-G,60602.036883,1.542988,1.511088,90.0,2024-10-19T00:53:06.654
h_e_20241018_35_2_1_1.fits,ZTF24abjjpbo,SDSS-G,60602.038142,1.645051,1.506623,90.0,2024-10-19T00:54:55.476
h_e_20241018_35_3_1_1.fits,ZTF24abjjpbo,SDSS-G,60602.039401,1.689041,1.502296,90.0,2024-10-19T00:56:44.267
h_e_20241019_63_1_1_1.fits,ZTF24abjjpbo,SDSS-G,60603.117397,7.192016,1.470232,90.0,2024-10-20T02:49:03.120
h_e_20241019_63_2_1_1.fits,ZTF24abjjpbo,SDSS-G,60603.118657,2.031725,1.473416,90.0,2024-10-20T02:50:51.926
h_e_20241019_63_3_1_1.fits,ZTF24abjjpbo,SDSS-G,60603.119916,1.875613,1.476725,90.0,2024-10-20T02:52:40.729
h_e_20241021_42_1_1_1.fits,ZTF24abjjpbo,SDSS-G,60605.03709,2.299741,1.483856,90.0,2024-10-22T00:53:24.605
h_e_20241021_42_2_1_1.fits,ZTF24abjjpbo,SDSS-G,60605.038349,2.147139,1.480285,90.0,2024-10-22T00:55:13.375
h_e_20241021_42_3_1_1.fits,ZTF24abjjpbo,SDSS-G,60605.039608,2.081094,1.476847,90.0,2024-10-22T00:57:02.134
h_e_20241022_67_1_1_1.fits,ZTF24abjjpbo,SDSS-G,60606.027924,1.899084,1.50418,90.0,2024-10-23T00:40:12.646
h_e_20241022_67_2_1_1.fits,ZTF24abjjpbo,SDSS-G,60606.029183,1.995366,1.499931,90.0,2024-10-23T00:42:01.440
h_e_20241022_67_3_1_1.fits,ZTF24abjjpbo,SDSS-G,60606.030443,1.81479,1.495818,90.0,2024-10-23T00:43:50.301
h_e_20241023_74_1_1_1.fits,ZTF24abjjpbo,SDSS-G,60607.085342,2.136872,1.434421,90.0,2024-10-24T02:02:53.530
h_e_20241023_74_2_1_1.fits,ZTF24abjjpbo,SDSS-G,60607.086602,1.868496,1.435655,90.0,2024-10-24T02:04:42.410
h_e_20241023_74_3_1_1.fits,ZTF24abjjpbo,SDSS-G,60607.087862,1.799472,1.437013,90.0,2024-10-24T02:06:31.245
h_e_20241024_61_1_1_1.fits,ZTF24abjjpbo,SDSS-G,60608.018687,1.549259,1.517783,90.0,2024-10-25T00:26:54.560
h_e_20241024_61_2_1_1.fits,ZTF24abjjpbo,SDSS-G,60608.019946,1.551586,1.513112,90.0,2024-10-25T00:28:43.291
h_e_20241024_61_3_1_1.fits,ZTF24abjjpbo,SDSS-G,60608.021204,1.470838,1.508585,90.0,2024-10-25T00:30:32.048
h_e_20241028_21_1_1_1.fits,ZTF24abjjpbo,SDSS-G,60611.960416,2.562001,1.826855,60.0,2024-10-28T23:02:59.925
h_e_20241028_29_1_1_1.fits,ZTF24abjjpbo,SDSS-G,60612.062508,1.754504,1.423235,120.0,2024-10-29T01:30:00.716
h_e_20241028_30_1_1_1.fits,ZTF24abjjpbo,SDSS-G,60612.064342,1.515699,1.429354,120.0,2024-10-29T01:32:39.115
h_e_20241029_10_1_1_1.fits,ZTF24abjjpbo,SDSS-G,60613.087455,1.950147,1.463956,120.0,2024-10-30T02:05:56.102
h_e_20241029_11_1_1_1.fits,ZTF24abjjpbo,SDSS-G,60613.091495,1.770775,1.473745,120.0,2024-10-30T02:11:45.131
h_e_20241030_51_1_1_1.fits,ZTF24abjjpbo,SDSS-G,60614.009131,1.952739,1.49414,150.0,2024-10-31T00:13:08.895
h_e_20241030_52_1_1_1.fits,ZTF24abjjpbo,SDSS-G,60614.013516,1.834646,1.480996,150.0,2024-10-31T00:19:27.748
h_e_20241031_68_1_1_1.fits,ZTF24abjjpbo,SDSS-G,60615.000621,1.562098,1.513932,120.0,2024-11-01T00:00:53.637
h_e_20241031_68_2_1_1.fits,ZTF24abjjpbo,SDSS-G,60615.002229,1.82949,1.508139,120.0,2024-11-01T00:03:12.548
h_e_20241031_69_1_1_1.fits,ZTF24abjjpbo,SDSS-G,60615.004078,1.739868,1.501723,120.0,2024-11-01T00:05:52.311
h_e_20241031_69_2_1_1.fits,ZTF24abjjpbo,SDSS-G,60615.005685,1.593112,1.496417,120.0,2024-11-01T00:08:11.199
h_e_20241101_18_1_1_1.fits,ZTF24abjjpbo,SDSS-G,60615.970139,1.33294,1.65535,150.0,2024-11-01T23:17:00.014
h_e_20241101_18_2_1_1.fits,ZTF24abjjpbo,SDSS-G,60615.972094,1.475632,1.642465,150.0,2024-11-01T23:19:48.907
h_e_20241104_58_1_1_1.fits,ZTF24abjjpbo,SDSS-G,60618.994052,1.478592,1.49877,120.0,2024-11-04T23:51:26.072
h_e_20241104_58_2_1_1.fits,ZTF24abjjpbo,SDSS-G,60618.995658,1.221671,1.493587,120.0,2024-11-04T23:53:44.874
h_e_20241104_59_1_1_1.fits,ZTF24abjjpbo,SDSS-G,60618.997485,1.320841,1.487931,120.0,2024-11-04T23:56:22.686
h_e_20241104_59_2_1_1.fits,ZTF24abjjpbo,SDSS-G,60618.999091,1.583669,1.483211,120.0,2024-11-04T23:58:41.467
h_e_20241105_64_1_1_1.fits,ZTF24abjjpbo,SDSS-G,60619.953987,966.0,1.692376,150.0,2024-11-05T22:53:44.451
h_e_20241105_64_2_1_1.fits,ZTF24abjjpbo,SDSS-G,60619.955941,1.801205,1.678072,150.0,2024-11-05T22:56:33.277
h_e_20240926_70_1_1_1.fits,ZTF24abjjpbo,SDSS-I,60580.052164,1.226578,1.78435,60.0,2024-09-27T01:15:06.970
h_e_20240927_64_1_1_1.fits,ZTF24abjjpbo,SDSS-I,60581.044021,1.217937,1.837331,60.0,2024-09-28T01:03:23.391
h_e_20240928_94_1_1_1.fits,ZTF24abjjpbo,SDSS-I,60582.042914,1.067464,1.820832,60.0,2024-09-29T01:01:47.769
h_e_20240929_45_1_1_1.fits,ZTF24abjjpbo,SDSS-I,60583.04263,2.981113,1.796911,60.0,2024-09-30T01:01:23.272
h_e_20240930_112_1_1_1.fits,ZTF24abjjpbo,SDSS-I,60584.036086,1.412166,1.834674,60.0,2024-10-01T00:51:57.795
h_e_20241001_63_1_1_1.fits,ZTF24abjjpbo,SDSS-I,60585.046497,2.144963,1.715814,30.0,2024-10-02T01:06:57.305
h_e_20241001_63_2_1_1.fits,ZTF24abjjpbo,SDSS-I,60585.047059,2.696979,1.71132,30.0,2024-10-02T01:07:45.923
h_e_20241003_180_1_1_1.fits,ZTF24abjjpbo,SDSS-I,60587.011212,2.63694,2.039028,30.0,2024-10-04T00:16:08.725
h_e_20241003_206_1_1_1.fits,ZTF24abjjpbo,SDSS-I,60587.077818,3.111097,1.511156,30.0,2024-10-04T01:52:03.474
h_e_20241003_206_2_1_1.fits,ZTF24abjjpbo,SDSS-I,60587.078381,2.962526,1.509152,30.0,2024-10-04T01:52:52.117
h_e_20241004_119_1_1_1.fits,ZTF24abjjpbo,SDSS-I,60588.022133,1.413367,1.866823,30.0,2024-10-05T00:31:52.314
h_e_20241004_159_1_1_1.fits,ZTF24abjjpbo,SDSS-I,60588.076004,1.219217,1.5079,30.0,2024-10-05T01:49:26.781
h_e_20241004_159_2_1_1.fits,ZTF24abjjpbo,SDSS-I,60588.076567,1.310483,1.505901,30.0,2024-10-05T01:50:15.410
h_e_20241005_138_1_1_1.fits,ZTF24abjjpbo,SDSS-I,60589.083654,1.017933,1.475851,30.0,2024-10-06T02:00:27.738
h_e_20241005_138_2_1_1.fits,ZTF24abjjpbo,SDSS-I,60589.084217,1.079617,1.47438,30.0,2024-10-06T02:01:16.359
h_e_20241006_89_1_1_1.fits,ZTF24abjjpbo,SDSS-I,60590.003137,1.706816,2.037337,30.0,2024-10-07T00:04:31.047
h_e_20241006_115_1_1_1.fits,ZTF24abjjpbo,SDSS-I,60590.068939,1.214419,1.513657,30.0,2024-10-07T01:39:16.335
h_e_20241006_115_2_1_1.fits,ZTF24abjjpbo,SDSS-I,60590.069502,1.288345,1.511619,30.0,2024-10-07T01:40:04.960
h_e_20241007_81_1_1_1.fits,ZTF24abjjpbo,SDSS-I,60591.071282,1.53075,1.49618,30.0,2024-10-08T01:42:38.745
h_e_20241007_81_2_1_1.fits,ZTF24abjjpbo,SDSS-I,60591.071845,1.16232,1.49439,30.0,2024-10-08T01:43:27.435
h_e_20241008_56_1_1_1.fits,ZTF24abjjpbo,SDSS-I,60592.079332,3.670487,1.466172,30.0,2024-10-09T01:54:14.283
h_e_20241008_56_2_1_1.fits,ZTF24abjjpbo,SDSS-I,60592.079895,3.400087,1.46487,30.0,2024-10-09T01:55:02.954
h_e_20241009_76_1_1_1.fits,ZTF24abjjpbo,SDSS-I,60593.069117,0.8507209,1.486015,30.0,2024-10-10T01:39:31.716
h_e_20241009_76_2_1_1.fits,ZTF24abjjpbo,SDSS-I,60593.06968,0.9314967,1.484345,30.0,2024-10-10T01:40:20.368
h_e_20241010_79_1_1_1.fits,ZTF24abjjpbo,SDSS-I,60594.097426,1.093214,1.43115,30.0,2024-10-11T02:20:17.602
h_e_20241010_79_2_1_1.fits,ZTF24abjjpbo,SDSS-I,60594.097989,0.8575725,1.430788,30.0,2024-10-11T02:21:06.249
h_e_20241011_81_1_1_1.fits,ZTF24abjjpbo,SDSS-I,60595.056949,1.500328,1.507709,30.0,2024-10-12T01:22:00.378
h_e_20241011_81_2_1_1.fits,ZTF24abjjpbo,SDSS-I,60595.057512,1.535566,1.505716,30.0,2024-10-12T01:22:48.996
h_e_20241012_7_1_1_1.fits,ZTF24abjjpbo,SDSS-I,60596.076212,1.876793,1.450141,30.0,2024-10-13T01:49:44.719
h_e_20241012_7_2_1_1.fits,ZTF24abjjpbo,SDSS-I,60596.076775,1.826377,1.449145,30.0,2024-10-13T01:50:33.345
h_e_20241013_139_1_1_1.fits,ZTF24abjjpbo,SDSS-I,60597.090074,1.465654,1.430625,30.0,2024-10-14T02:09:42.400
h_e_20241013_139_2_1_1.fits,ZTF24abjjpbo,SDSS-I,60597.090637,1.501567,1.430295,30.0,2024-10-14T02:10:31.006
h_e_20241016_29_1_1_1.fits,ZTF24abjjpbo,SDSS-I,60600.047881,1.284109,1.492465,60.0,2024-10-17T01:08:56.886
h_e_20241016_29_2_1_1.fits,ZTF24abjjpbo,SDSS-I,60600.048792,1.31867,1.48966,60.0,2024-10-17T01:10:15.599
h_e_20241017_42_1_1_1.fits,ZTF24abjjpbo,SDSS-I,60601.053727,1.925362,1.468668,90.0,2024-10-18T01:17:21.995
h_e_20241017_42_2_1_1.fits,ZTF24abjjpbo,SDSS-I,60601.054986,1.43462,1.465643,90.0,2024-10-18T01:19:10.823
h_e_20241017_42_3_1_1.fits,ZTF24abjjpbo,SDSS-I,60601.05628,1.599,1.46269,90.0,2024-10-18T01:21:02.566
h_e_20241018_37_1_1_1.fits,ZTF24abjjpbo,SDSS-I,60602.044634,1.20901,1.485729,90.0,2024-10-19T01:04:16.370
h_e_20241018_37_2_1_1.fits,ZTF24abjjpbo,SDSS-I,60602.045893,1.399868,1.482094,90.0,2024-10-19T01:06:05.162
h_e_20241018_37_3_1_1.fits,ZTF24abjjpbo,SDSS-I,60602.047152,1.331184,1.478588,90.0,2024-10-19T01:07:53.957
h_e_20241018_63_1_1_1.fits,ZTF24abjjpbo,SDSS-I,60602.181948,1.604619,1.818606,60.0,2024-10-19T04:22:00.307
h_e_20241018_63_2_1_1.fits,ZTF24abjjpbo,SDSS-I,60602.182894,1.502442,1.828087,60.0,2024-10-19T04:23:22.051
h_e_20241018_63_3_1_1.fits,ZTF24abjjpbo,SDSS-I,60602.183806,1.67454,1.837507,60.0,2024-10-19T04:24:40.813
h_e_20241018_63_4_1_1.fits,ZTF24abjjpbo,SDSS-I,60602.184717,2.007235,1.846974,60.0,2024-10-19T04:25:59.506
h_e_20241018_63_5_1_1.fits,ZTF24abjjpbo,SDSS-I,60602.185628,1.780704,1.856625,60.0,2024-10-19T04:27:18.251
h_e_20241018_63_6_1_1.fits,ZTF24abjjpbo,SDSS-I,60602.186539,1.798554,1.866453,60.0,2024-10-19T04:28:36.976
h_e_20241018_63_7_1_1.fits,ZTF24abjjpbo,SDSS-I,60602.18745,1.923281,1.876586,60.0,2024-10-19T04:29:55.704
h_e_20241018_63_8_1_1.fits,ZTF24abjjpbo,SDSS-I,60602.188361,1.750081,1.886787,60.0,2024-10-19T04:31:14.417
h_e_20241018_63_9_1_1.fits,ZTF24abjjpbo,SDSS-I,60602.189272,1.781441,1.897157,60.0,2024-10-19T04:32:33.135
h_e_20241018_63_10_1_1.fits,ZTF24abjjpbo,SDSS-I,60602.190184,1.743477,1.907743,60.0,2024-10-19T04:33:51.866
h_e_20241019_65_1_1_1.fits,ZTF24abjjpbo,SDSS-I,60603.125147,1.601452,1.491893,90.0,2024-10-20T03:00:12.671
h_e_20241019_65_2_1_1.fits,ZTF24abjjpbo,SDSS-I,60603.126406,2.088681,1.495873,90.0,2024-10-20T03:02:01.478
h_e_20241019_65_3_1_1.fits,ZTF24abjjpbo,SDSS-I,60603.127665,1.577836,1.499988,90.0,2024-10-20T03:03:50.272
h_e_20241021_44_1_1_1.fits,ZTF24abjjpbo,SDSS-I,60605.044843,1.72215,1.463862,90.0,2024-10-22T01:04:34.404
h_e_20241021_44_2_1_1.fits,ZTF24abjjpbo,SDSS-I,60605.046102,1.543547,1.461061,90.0,2024-10-22T01:06:23.196
h_e_20241021_44_3_1_1.fits,ZTF24abjjpbo,SDSS-I,60605.047361,1.617977,1.45838,90.0,2024-10-22T01:08:12.006
h_e_20241022_69_1_1_1.fits,ZTF24abjjpbo,SDSS-I,60606.035685,2.025283,1.480113,90.0,2024-10-23T00:51:23.187
h_e_20241022_69_2_1_1.fits,ZTF24abjjpbo,SDSS-I,60606.036944,1.840382,1.47668,90.0,2024-10-23T00:53:11.974
h_e_20241022_69_3_1_1.fits,ZTF24abjjpbo,SDSS-I,60606.038204,2.301546,1.473342,90.0,2024-10-23T00:55:00.793
h_e_20241023_76_1_1_1.fits,ZTF24abjjpbo,SDSS-I,60607.093101,1.519639,1.443814,90.0,2024-10-24T02:14:03.936
h_e_20241023_76_2_1_1.fits,ZTF24abjjpbo,SDSS-I,60607.09436,1.444211,1.445737,90.0,2024-10-24T02:15:52.691
h_e_20241023_76_3_1_1.fits,ZTF24abjjpbo,SDSS-I,60607.095619,1.427319,1.447774,90.0,2024-10-24T02:17:41.510
h_e_20241024_63_1_1_1.fits,ZTF24abjjpbo,SDSS-I,60608.026443,1.250337,1.491207,90.0,2024-10-25T00:38:04.687
h_e_20241024_63_2_1_1.fits,ZTF24abjjpbo,SDSS-I,60608.027702,1.251671,1.487382,90.0,2024-10-25T00:39:53.493
h_e_20241024_63_3_1_1.fits,ZTF24abjjpbo,SDSS-I,60608.028962,1.176796,1.483688,90.0,2024-10-25T00:41:42.311
h_e_20241028_33_1_1_1.fits,ZTF24abjjpbo,SDSS-I,60612.069537,1.664842,1.432606,120.0,2024-10-29T01:40:07.969
h_e_20241028_33_2_1_1.fits,ZTF24abjjpbo,SDSS-I,60612.071144,1.447412,1.433964,120.0,2024-10-29T01:42:26.828
h_e_20241028_34_1_1_1.fits,ZTF24abjjpbo,SDSS-I,60612.072971,1.446827,1.435646,120.0,2024-10-29T01:45:04.727
h_e_20241028_34_2_1_1.fits,ZTF24abjjpbo,SDSS-I,60612.07458,1.270861,1.437386,120.0,2024-10-29T01:47:23.707
h_e_20241029_14_1_1_1.fits,ZTF24abjjpbo,SDSS-I,60613.09677,1.142917,1.488639,120.0,2024-10-30T02:19:20.961
h_e_20241029_14_2_1_1.fits,ZTF24abjjpbo,SDSS-I,60613.098378,1.122116,1.493603,120.0,2024-10-30T02:21:39.831
h_e_20241029_15_1_1_1.fits,ZTF24abjjpbo,SDSS-I,60613.102429,1.795228,1.506992,120.0,2024-10-30T02:27:29.831
h_e_20241029_15_2_1_1.fits,ZTF24abjjpbo,SDSS-I,60613.104036,1.554094,1.512782,120.0,2024-10-30T02:29:48.737
h_e_20241030_55_1_1_1.fits,ZTF24abjjpbo,SDSS-I,60614.022307,1.812699,1.459427,120.0,2024-10-31T00:32:07.363
h_e_20241030_55_2_1_1.fits,ZTF24abjjpbo,SDSS-I,60614.023915,1.751713,1.456118,120.0,2024-10-31T00:34:26.250
h_e_20241030_56_1_1_1.fits,ZTF24abjjpbo,SDSS-I,60614.027975,2.002122,1.448548,120.0,2024-10-31T00:40:17.060
h_e_20241030_56_2_1_1.fits,ZTF24abjjpbo,SDSS-I,60614.029583,1.823206,1.44591,120.0,2024-10-31T00:42:35.953
h_e_20241031_73_1_1_1.fits,ZTF24abjjpbo,SDSS-I,60615.023421,1.457638,1.45183,120.0,2024-11-01T00:33:43.592
h_e_20241031_73_2_1_1.fits,ZTF24abjjpbo,SDSS-I,60615.025028,1.541575,1.448979,120.0,2024-11-01T00:36:02.419
h_e_20241031_74_1_1_1.fits,ZTF24abjjpbo,SDSS-I,60615.029086,1.7819,1.442545,120.0,2024-11-01T00:41:52.992
h_e_20241031_74_2_1_1.fits,ZTF24abjjpbo,SDSS-I,60615.030693,1.361972,1.440351,120.0,2024-11-01T00:44:11.850
h_e_20241104_63_1_1_1.fits,ZTF24abjjpbo,SDSS-I,60619.016808,1.240023,1.444617,120.0,2024-11-05T00:24:12.219
